date,category,actual,forecast_ml_model,forecast_statistical_model,forecast_foundation_model,forecast_historical,forecast_static,forecast_user
2025-02-10,cash_out_payroll,-4371.96,-199870,-252734,0,0,0,0
2025-02-10,cash_in_investments_income,0.0,0,0,0,0,14284,0
2025-02-11,cash_in_resort_revenue,1588.42,51107,130728,0,0,0,263877
2025-02-11,cash_out_investments_outflow,0.0,-22738,-88194,-1694,0,-1661,0
2025-02-11,cash_out_foreign_exchange_expenses,0.0,-28188,0,0,0,-28698,0
2025-02-11,cash_out_tax_payments,0.0,0,0,0,0,-5152,0
2025-02-11,cash_out_insurance_costs,-73.44,-6606,-10156,-18981,0,-465,0
2025-02-11,cash_out_resort_maintenance_expenses,-106.48,0,-5822,-22508,0,-11022,0
2025-02-11,cash_in_tax_income,220.04,0,0,0,0,0,0
2025-02-11,cash_out_payroll,-2537.28,-275398,-144506,0,0,0,0
2025-02-11,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-02-12,cash_in_resort_revenue,0.0,131697,109756,0,0,0,0
2025-02-12,cash_out_investments_outflow,0.0,-64443,-1363,-133463,0,-5595,0
2025-02-12,cash_out_foreign_exchange_expenses,-645.5799999999999,-6612,0,0,0,-11243,0
2025-02-12,cash_out_tax_payments,0.0,0,0,0,0,-4953,0
2025-02-12,cash_out_insurance_costs,0.0,-515,-9627,-10912,0,-575,0
2025-02-12,cash_out_resort_maintenance_expenses,0.0,0,-11239,-3133,0,-588,0
2025-02-12,cash_in_tax_income,595.01,0,0,0,0,0,0
2025-02-12,cash_out_payroll,0.0,-221761,-228844,0,0,0,-510505
2025-02-12,cash_in_investments_income,371.01,0,75132,0,0,92703,0
2025-02-13,cash_in_resort_revenue,688.42,96950,50548,0,0,0,0
2025-02-13,cash_out_investments_outflow,-321.28,-1310,-20232,-166650,0,-148138,0
2025-02-13,cash_out_foreign_exchange_expenses,0.0,-19630,0,0,0,-46352,0
2025-02-13,cash_out_tax_payments,0.0,0,0,0,0,-34684,0
2025-02-13,cash_out_insurance_costs,0.0,-15541,-564,-541,0,-624,0
2025-02-13,cash_out_resort_maintenance_expenses,0.0,0,-7277,-567,0,-6448,0
2025-02-13,cash_in_tax_income,453.68,0,0,0,0,54568,0
2025-02-13,cash_out_payroll,-868.66,-190132,-222059,0,0,0,0
2025-02-13,cash_in_investments_income,0.0,0,169702,0,0,0,0
2025-02-14,cash_in_resort_revenue,0.0,63572,134649,0,0,0,0
2025-02-14,cash_out_investments_outflow,-166.38,-1376,-81874,-4028,0,-123304,0
2025-02-14,cash_out_foreign_exchange_expenses,-700.59,-2862,0,0,0,-4807,0
2025-02-14,cash_out_tax_payments,0.0,0,0,0,0,-5820,0
2025-02-14,cash_out_insurance_costs,0.0,-6971,-655,-15512,0,-1498,0
2025-02-14,cash_out_resort_maintenance_expenses,-172.39,0,-9995,-6331,0,-465,0
2025-02-14,cash_in_tax_income,271.46,0,0,0,0,232392,0
2025-02-14,cash_out_payroll,-3894.32,-231871,-290813,0,0,0,0
2025-02-14,cash_in_investments_income,0.0,0,125309,0,0,178812,0
2025-02-15,cash_in_resort_revenue,0.0,300342,294524,0,0,0,0
2025-02-15,cash_out_investments_outflow,0.0,0,183289,0,0,22315,0
2025-02-15,cash_out_foreign_exchange_expenses,-642.0699999999999,-21459,0,0,0,-2895,0
2025-02-15,cash_out_tax_payments,-727.74,0,0,0,0,80114,0
2025-02-15,cash_out_insurance_costs,0.0,-12485,-8754,-23593,0,-71,0
2025-02-15,cash_out_resort_maintenance_expenses,-33.3,0,-2128,-127,0,-4854,0
2025-02-15,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-15,cash_out_payroll,0.0,21711,101134,0,0,0,-551900
2025-02-15,cash_in_investments_income,380.61,0,0,0,0,148919,156410
2025-02-16,cash_in_resort_revenue,0.0,280597,259300,0,0,0,379614
2025-02-16,cash_out_investments_outflow,0.0,0,42286,0,0,11844,0
2025-02-16,cash_out_foreign_exchange_expenses,0.0,-3952,0,0,0,-10854,0
2025-02-16,cash_out_tax_payments,0.0,0,0,0,0,0,0
2025-02-16,cash_out_insurance_costs,-23.73,-813,-77,-2830,0,-7760,0
2025-02-16,cash_out_resort_maintenance_expenses,-82.72,0,-125,-617,0,-103,0
2025-02-16,cash_in_tax_income,256.2,0,0,0,0,0,0
2025-02-16,cash_out_payroll,-2741.18,0,0,0,0,0,0
2025-02-16,cash_in_investments_income,0.0,0,135303,0,0,0,243852
2025-02-17,cash_in_resort_revenue,2657.08,130605,145260,0,0,0,0
2025-02-17,cash_out_investments_outflow,-90.88,-1469,-21796,-163247,0,-47761,0
2025-02-17,cash_out_foreign_exchange_expenses,0.0,-52937,0,0,0,-25637,0
2025-02-17,cash_out_tax_payments,0.0,0,0,0,0,-5526,0
2025-02-17,cash_out_insurance_costs,-71.72,-20076,-2107,-7647,0,-10959,0
2025-02-17,cash_out_resort_maintenance_expenses,-19.29,0,-12019,-6496,0,-12233,0
2025-02-17,cash_in_tax_income,355.76,0,0,0,0,83145,0
2025-02-17,cash_out_payroll,-1841.05,-239041,-180901,0,0,0,0
2025-02-17,cash_in_investments_income,0.0,0,0,0,0,31229,0
2025-02-18,cash_in_resort_revenue,0.0,141130,31612,0,0,0,0
2025-02-18,cash_out_investments_outflow,-87.55,-1529,-1519,-69080,0,-133676,0
2025-02-18,cash_out_foreign_exchange_expenses,-226.96,-23423,0,0,0,-14628,0
2025-02-18,cash_out_tax_payments,-733.24,0,0,0,0,-5002,0
2025-02-18,cash_out_insurance_costs,0.0,-9829,-14528,-3511,0,-30808,0
2025-02-18,cash_out_resort_maintenance_expenses,-59.56,0,-18447,-611,0,-545,0
2025-02-18,cash_in_tax_income,594.98,0,0,0,0,46164,0
2025-02-18,cash_out_payroll,-2038.33,-230412,-140594,0,0,0,0
2025-02-18,cash_in_investments_income,0.0,0,71924,0,0,0,0
2025-02-19,cash_in_resort_revenue,0.0,184150,68897,0,0,0,0
2025-02-19,cash_out_investments_outflow,-221.82,-29945,-1735,-34523,0,-1769,0
2025-02-19,cash_out_foreign_exchange_expenses,0.0,-27336,0,0,0,-33345,0
2025-02-19,cash_out_tax_payments,0.0,0,0,0,0,-226028,0
2025-02-19,cash_out_insurance_costs,0.0,-23227,-5687,-478,0,-592,0
2025-02-19,cash_out_resort_maintenance_expenses,0.0,0,-519,-7890,0,-12738,0
2025-02-19,cash_in_tax_income,0.0,0,0,0,0,21666,0
2025-02-19,cash_out_payroll,0.0,-152647,-210251,0,0,0,0
2025-02-19,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-02-20,cash_in_resort_revenue,0.0,36679,107343,0,0,0,0
2025-02-20,cash_out_investments_outflow,0.0,-1362,-28724,-1768,0,-1577,0
2025-02-20,cash_out_foreign_exchange_expenses,0.0,-19584,0,0,0,-36143,0
2025-02-20,cash_out_tax_payments,0.0,0,0,0,0,-39258,0
2025-02-20,cash_out_insurance_costs,-61.48,-638,-22870,-682,0,-539,0
2025-02-20,cash_out_resort_maintenance_expenses,0.0,0,-7198,-4413,0,-3700,0
2025-02-20,cash_in_tax_income,308.9,0,0,0,0,0,0
2025-02-20,cash_out_payroll,-948.21,-280254,-225430,0,0,0,0
2025-02-20,cash_in_investments_income,0.0,0,31386,0,0,206856,0
2025-02-21,cash_in_resort_revenue,1460.67,253605,147699,0,0,0,0
2025-02-21,cash_out_investments_outflow,0.0,-66382,-1751,-1760,0,-1616,0
2025-02-21,cash_out_foreign_exchange_expenses,-116.63,-28378,0,0,0,-23685,0
2025-02-21,cash_out_tax_payments,0.0,0,0,0,0,-4937,0
2025-02-21,cash_out_insurance_costs,0.0,-639,-28479,-2630,0,-9533,0
2025-02-21,cash_out_resort_maintenance_expenses,-186.21,0,-9121,-3084,0,-1269,0
2025-02-21,cash_in_tax_income,0.0,0,0,0,0,43109,0
2025-02-21,cash_out_payroll,0.0,-173940,-261995,0,0,0,0
2025-02-21,cash_in_investments_income,0.0,0,46158,0,0,0,0
2025-02-22,cash_in_resort_revenue,0.0,162847,331340,0,0,0,0
2025-02-22,cash_out_investments_outflow,-182.1,0,0,128400,0,0,0
2025-02-22,cash_out_foreign_exchange_expenses,0.0,-349,0,0,0,-16542,0
2025-02-22,cash_out_tax_payments,-654.62,0,0,0,0,0,0
2025-02-22,cash_out_insurance_costs,0.0,-18158,-91,-63,0,-3334,0
2025-02-22,cash_out_resort_maintenance_expenses,-71.57,0,-124,-5118,0,-113,0
2025-02-22,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-22,cash_out_payroll,0.0,0,0,0,0,0,0
2025-02-22,cash_in_investments_income,447.65999999999997,0,0,0,0,42865,0
2025-02-23,cash_in_resort_revenue,5508.780000000001,215077,498563,0,0,0,0
2025-02-23,cash_out_investments_outflow,-198.25,0,0,0,0,3267,0
2025-02-23,cash_out_foreign_exchange_expenses,-578.1,-403,0,0,0,-387,0
2025-02-23,cash_out_tax_payments,-1547.4099999999999,0,0,0,0,211789,0
2025-02-23,cash_out_insurance_costs,-32.51,-65,-5079,-19234,0,-10124,0
2025-02-23,cash_out_resort_maintenance_expenses,0.0,0,-5931,-120,0,-2115,0
2025-02-23,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-23,cash_out_payroll,-2040.15,0,10895,0,0,0,-774647
2025-02-23,cash_in_investments_income,0.0,0,63066,0,0,55500,0
2025-02-24,cash_in_resort_revenue,1652.99,167360,134825,0,0,0,0
2025-02-24,cash_out_investments_outflow,0.0,-9912,-32930,-33348,0,-119360,0
2025-02-24,cash_out_foreign_exchange_expenses,-464.49,-2172,0,0,0,-46805,0
2025-02-24,cash_out_tax_payments,0.0,0,0,0,0,-4427,0
2025-02-24,cash_out_insurance_costs,0.0,-10473,-3419,-612,0,-1404,0
2025-02-24,cash_out_resort_maintenance_expenses,-47.13,0,-612,-783,0,-6624,0
2025-02-24,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-24,cash_out_payroll,-2272.89,-279928,-255633,0,0,0,0
2025-02-24,cash_in_investments_income,0.0,0,131853,0,0,0,0
2025-02-25,cash_in_resort_revenue,4109.26,97914,140959,0,0,0,0
2025-02-25,cash_out_investments_outflow,0.0,-30386,-1373,-1633,0,-1290,-170412
2025-02-25,cash_out_foreign_exchange_expenses,0.0,-24413,0,0,0,-19070,0
2025-02-25,cash_out_tax_payments,0.0,0,0,0,0,-4619,0
2025-02-25,cash_out_insurance_costs,0.0,-20524,-6650,-534,0,-523,0
2025-02-25,cash_out_resort_maintenance_expenses,-166.29,0,-1137,-3607,0,-4989,0
2025-02-25,cash_in_tax_income,0.0,0,0,0,0,11038,0
2025-02-25,cash_out_payroll,0.0,-73240,-206855,0,0,0,0
2025-02-25,cash_in_investments_income,0.0,0,2851,0,0,103645,50500
2025-02-26,cash_in_resort_revenue,998.3,110072,144809,0,0,0,0
2025-02-26,cash_out_investments_outflow,-224.63,-90706,-1647,-1273,0,-8229,0
2025-02-26,cash_out_foreign_exchange_expenses,-390.28999999999996,-38082,0,0,0,-19891,0
2025-02-26,cash_out_tax_payments,-176.41,0,0,0,0,-408071,0
2025-02-26,cash_out_insurance_costs,0.0,-6648,-19179,-17522,0,-26175,0
2025-02-26,cash_out_resort_maintenance_expenses,-86.02,0,-10264,-544,0,-7486,0
2025-02-26,cash_in_tax_income,320.47,0,0,0,0,0,0
2025-02-26,cash_out_payroll,-1066.6,-110906,-171409,0,0,0,-883652
2025-02-26,cash_in_investments_income,0.0,0,126476,0,0,0,126300
2025-02-27,cash_in_resort_revenue,0.0,85387,148529,0,0,0,0
2025-02-27,cash_out_investments_outflow,0.0,-180587,-1693,-1760,0,-153992,0
2025-02-27,cash_out_foreign_exchange_expenses,0.0,-24686,0,0,0,-9817,0
2025-02-27,cash_out_tax_payments,-1006.51,0,0,0,0,-354788,0
2025-02-27,cash_out_insurance_costs,0.0,-6406,-6496,-22779,0,-1402,0
2025-02-27,cash_out_resort_maintenance_expenses,-25.86,0,-585,-1239,0,-528,0
2025-02-27,cash_in_tax_income,816.95,0,0,0,0,29583,0
2025-02-27,cash_out_payroll,0.0,-208620,-148109,0,0,0,0
2025-02-27,cash_in_investments_income,249.02,0,1056,0,0,71717,0
2025-02-28,cash_in_resort_revenue,0.0,123308,103894,0,0,0,0
2025-02-28,cash_out_investments_outflow,0.0,-62617,-1543,-74292,0,-35115,0
2025-02-28,cash_out_foreign_exchange_expenses,0.0,-38087,0,0,0,-41176,0
2025-02-28,cash_out_tax_payments,0.0,0,0,0,0,-5746,0
2025-02-28,cash_out_insurance_costs,0.0,-3520,-22628,-14833,0,-7998,0
2025-02-28,cash_out_resort_maintenance_expenses,-107.88,0,-7750,-6286,0,-511,0
2025-02-28,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-28,cash_out_payroll,0.0,-204749,-267688,0,0,0,0
2025-02-28,cash_in_investments_income,0.0,0,115051,0,0,8703,0
2025-03-01,cash_in_resort_revenue,0.0,288450,346653,0,0,0,0
2025-03-01,cash_out_investments_outflow,-259.16,77687,0,0,0,41290,0
2025-03-01,cash_out_foreign_exchange_expenses,0.0,-383,0,0,0,-3636,0
2025-03-01,cash_out_tax_payments,-692.46,0,0,0,0,87959,0
2025-03-01,cash_out_insurance_costs,-17.56,-88,-69,-8250,0,-61,0
2025-03-01,cash_out_resort_maintenance_expenses,-40.16,0,-104,-9060,0,-4717,0
2025-03-01,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-01,cash_out_payroll,0.0,0,126387,0,0,0,0
2025-03-01,cash_in_investments_income,188.10999999999999,0,0,0,0,0,0
2025-03-02,cash_in_resort_revenue,0.0,370195,396897,0,0,0,0
2025-03-02,cash_out_investments_outflow,-112.64,101443,0,57485,0,0,0
2025-03-02,cash_out_foreign_exchange_expenses,0.0,-6069,0,0,0,-24650,0
2025-03-02,cash_out_tax_payments,0.0,0,0,0,0,0,0
2025-03-02,cash_out_insurance_costs,-106.9,-2994,-14728,-73,0,-63,0
2025-03-02,cash_out_resort_maintenance_expenses,0.0,0,-117,-2711,0,-8889,0
2025-03-02,cash_in_tax_income,138.91,0,0,0,0,20705,0
2025-03-02,cash_out_payroll,0.0,23730,43344,0,0,0,0
2025-03-02,cash_in_investments_income,0.0,0,215801,0,0,0,0
2025-03-03,cash_in_resort_revenue,0.0,189638,159842,0,0,0,0
2025-03-03,cash_out_investments_outflow,0.0,-2964,-68743,-3090,0,-54586,0
2025-03-03,cash_out_foreign_exchange_expenses,0.0,-33167,0,0,0,-14896,0
2025-03-03,cash_out_tax_payments,0.0,0,0,0,0,-11928,0
2025-03-03,cash_out_insurance_costs,0.0,-6248,-7235,-14862,0,-6666,0
2025-03-03,cash_out_resort_maintenance_expenses,-111.35,0,-519,-13072,0,-6686,0
2025-03-03,cash_in_tax_income,0.0,0,0,0,0,60106,0
2025-03-03,cash_out_payroll,0.0,-281423,-231284,0,0,0,0
2025-03-03,cash_in_investments_income,0.0,0,161213,0,0,171762,0
2025-03-04,cash_in_resort_revenue,2970.49,226251,136413,0,0,0,0
2025-03-04,cash_out_investments_outflow,0.0,-84676,-57158,-2877,0,-132029,0
2025-03-04,cash_out_foreign_exchange_expenses,-497.41,-37263,0,0,0,-17759,0
2025-03-04,cash_out_tax_payments,-875.74,0,0,0,0,-599524,0
2025-03-04,cash_out_insurance_costs,0.0,-16039,-15478,-15643,0,-8147,0
2025-03-04,cash_out_resort_maintenance_expenses,0.0,0,-553,-7920,0,-565,0
2025-03-04,cash_in_tax_income,598.6,0,0,0,0,117628,0
2025-03-04,cash_out_payroll,-866.45,-345719,-135545,0,0,0,0
2025-03-04,cash_in_investments_income,0.0,0,13687,0,0,0,0
2025-03-05,cash_in_resort_revenue,0.0,176344,127771,0,0,0,0
2025-03-05,cash_out_investments_outflow,0.0,-129456,-3364,-3557,0,-2647,227507
2025-03-05,cash_out_foreign_exchange_expenses,-440.62,-17344,0,0,0,-17240,0
2025-03-05,cash_out_tax_payments,0.0,0,0,0,0,-93550,0
2025-03-05,cash_out_insurance_costs,-50.72,-565,-533,-12173,0,-7952,0
2025-03-05,cash_out_resort_maintenance_expenses,-44.73,0,-4899,-1687,0,-9679,0
2025-03-05,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-05,cash_out_payroll,0.0,-273988,-88593,0,0,0,0
2025-03-05,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-03-06,cash_in_resort_revenue,0.0,247582,234227,0,0,0,0
2025-03-06,cash_out_investments_outflow,0.0,-1564,-122574,-1762,0,-56093,0
2025-03-06,cash_out_foreign_exchange_expenses,-730.0699999999999,-29345,0,0,0,-21137,0
2025-03-06,cash_out_tax_payments,0.0,0,0,0,0,-5500,0
2025-03-06,cash_out_insurance_costs,0.0,-3071,-8934,-572,0,-528,0
2025-03-06,cash_out_resort_maintenance_expenses,-38.64,0,-11103,-508,0,-495,0
2025-03-06,cash_in_tax_income,420.16,0,0,0,0,66421,0
2025-03-06,cash_out_payroll,0.0,-175444,-255459,0,0,0,0
2025-03-06,cash_in_investments_income,0.0,0,44316,0,0,276088,0
2025-03-07,cash_in_resort_revenue,0.0,126819,49992,0,0,0,605589
2025-03-07,cash_out_investments_outflow,0.0,-1671,-35656,-1708,0,-158121,0
2025-03-07,cash_out_foreign_exchange_expenses,-495.35,-39652,0,0,0,-23205,0
2025-03-07,cash_out_tax_payments,-954.88,0,0,0,0,-5515,0
2025-03-07,cash_out_insurance_costs,-113.46,-11116,-9506,-6268,0,-1170,0
2025-03-07,cash_out_resort_maintenance_expenses,0.0,0,-2784,-2965,0,-582,0
2025-03-07,cash_in_tax_income,0.0,0,0,0,0,94581,0
2025-03-07,cash_out_payroll,0.0,-223453,-212944,0,0,0,0
2025-03-07,cash_in_investments_income,0.0,0,0,0,0,111864,40187
2025-03-08,cash_in_resort_revenue,0.0,393991,432303,0,0,0,0
2025-03-08,cash_out_investments_outflow,0.0,31571,68828,76622,0,0,0
2025-03-08,cash_out_foreign_exchange_expenses,-389.76,-368,0,0,0,-309,0
2025-03-08,cash_out_tax_payments,0.0,0,0,0,0,0,0
2025-03-08,cash_out_insurance_costs,-114.22,-23070,-68,-2251,0,-85,0
2025-03-08,cash_out_resort_maintenance_expenses,-44.5,0,-5020,-10679,0,-4970,0
2025-03-08,cash_in_tax_income,379.48,0,0,0,0,45961,0
2025-03-08,cash_out_payroll,-3424.21,0,0,0,0,0,0
2025-03-08,cash_in_investments_income,0.0,0,45904,0,0,0,0
2025-03-09,cash_in_resort_revenue,3427.66,452069,237327,0,0,0,0
2025-03-09,cash_out_investments_outflow,-131.14,0,0,0,0,62758,179242
2025-03-09,cash_out_foreign_exchange_expenses,-729.39,-14454,0,0,0,-7791,0
2025-03-09,cash_out_tax_payments,-237.3,0,0,0,0,13999,0
2025-03-09,cash_out_insurance_costs,0.0,-74,-457,-2214,0,-14648,0
2025-03-09,cash_out_resort_maintenance_expenses,0.0,0,-114,-111,0,-128,0
2025-03-09,cash_in_tax_income,400.59,0,0,0,0,0,0
2025-03-09,cash_out_payroll,0.0,0,10563,0,0,0,0
2025-03-09,cash_in_investments_income,0.0,0,40239,0,0,0,0
2025-03-10,cash_in_resort_revenue,479.69,251304,95339,0,0,0,0
2025-03-10,cash_out_investments_outflow,0.0,-86035,-1621,-169894,0,-36192,270497
2025-03-10,cash_out_foreign_exchange_expenses,0.0,-27034,0,0,0,-20600,0
2025-03-10,cash_out_tax_payments,-429.36,0,0,0,0,-5783,0
2025-03-10,cash_out_insurance_costs,-35.0,-18819,-18072,-644,0,-9070,0
2025-03-10,cash_out_resort_maintenance_expenses,0.0,0,-5467,-3798,0,-472,0
2025-03-10,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-10,cash_out_payroll,0.0,-146066,-206633,0,0,0,0
2025-03-10,cash_in_investments_income,502.04999999999995,41794,0,0,0,0,0
2025-03-11,cash_in_resort_revenue,0.0,105978,166666,0,0,0,0
2025-03-11,cash_out_investments_outflow,0.0,-19660,-26241,-1717,0,-1313,0
2025-03-11,cash_out_foreign_exchange_expenses,0.0,-17546,0,0,0,-25179,0
2025-03-11,cash_out_tax_payments,-246.09,0,0,0,0,-4021,0
2025-03-11,cash_out_insurance_costs,-86.92,-14306,-624,-11238,0,-561,0
2025-03-11,cash_out_resort_maintenance_expenses,-21.53,0,-6951,-688,0,-8712,0
2025-03-11,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-11,cash_out_payroll,0.0,-121693,-165713,0,0,0,0
2025-03-11,cash_in_investments_income,500.96999999999997,0,137297,0,0,0,0
2025-03-12,cash_in_resort_revenue,2532.3,118099,85004,0,0,0,0
2025-03-12,cash_out_investments_outflow,0.0,-1784,-1753,-1396,0,-1791,0
2025-03-12,cash_out_foreign_exchange_expenses,-313.03,-43091,0,0,0,-26065,0
2025-03-12,cash_out_tax_payments,-1634.09,0,0,0,0,-81807,0
2025-03-12,cash_out_insurance_costs,-81.84,-1456,-22518,-497,0,-5210,0
2025-03-12,cash_out_resort_maintenance_expenses,0.0,0,-4595,-575,0,-8030,0
2025-03-12,cash_in_tax_income,91.12,0,0,0,0,42701,0
2025-03-12,cash_out_payroll,0.0,-142464,-199535,0,0,0,-532787
2025-03-12,cash_in_investments_income,1091.03,0,93037,0,0,0,0
2025-03-13,cash_in_resort_revenue,0.0,117336,103648,0,0,0,0
2025-03-13,cash_out_investments_outflow,-510.44,-1253,-30377,-82247,0,-1379,0
2025-03-13,cash_out_foreign_exchange_expenses,-139.58,-19761,0,0,0,-25422,0
2025-03-13,cash_out_tax_payments,0.0,0,0,0,0,-247655,0
2025-03-13,cash_out_insurance_costs,0.0,-21492,-515,-4081,0,-529,0
2025-03-13,cash_out_resort_maintenance_expenses,0.0,0,-13404,-7526,0,-8139,0
2025-03-13,cash_in_tax_income,455.68,0,0,0,0,120836,0
2025-03-13,cash_out_payroll,0.0,-215277,-295349,0,0,0,0
2025-03-13,cash_in_investments_income,0.0,0,135198,0,0,6825,0
2025-03-14,cash_in_resort_revenue,0.0,41850,104891,0,0,0,0
2025-03-14,cash_out_investments_outflow,-121.22,-4506,-1785,-121537,0,-28077,-124932
2025-03-14,cash_out_foreign_exchange_expenses,0.0,-45060,0,0,0,-16872,0
2025-03-14,cash_out_tax_payments,-774.81,0,0,0,0,-216302,0
2025-03-14,cash_out_insurance_costs,-86.53,-18901,-15966,-7982,0,-674,0
2025-03-14,cash_out_resort_maintenance_expenses,0.0,0,-10674,-8271,0,-13585,0
2025-03-14,cash_in_tax_income,0.0,0,0,0,0,14875,0
2025-03-14,cash_out_payroll,-2835.57,-173287,-187401,0,0,0,-791332
2025-03-14,cash_in_investments_income,0.0,0,21729,0,0,0,0
2025-03-15,cash_in_resort_revenue,0.0,329680,456138,0,0,0,0
2025-03-15,cash_out_investments_outflow,0.0,29382,0,133600,0,0,0
2025-03-15,cash_out_foreign_exchange_expenses,0.0,-361,0,0,0,-397,0
2025-03-15,cash_out_tax_payments,-286.78,0,0,0,0,0,0
2025-03-15,cash_out_insurance_costs,0.0,-23789,-67,-63,0,-74,0
2025-03-15,cash_out_resort_maintenance_expenses,0.0,0,-125,-6440,0,-5304,0
2025-03-15,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-15,cash_out_payroll,-3714.17,37429,79498,0,0,0,0
2025-03-15,cash_in_investments_income,0.0,0,0,0,0,6703,0
2025-03-16,cash_in_resort_revenue,3779.93,313586,386056,0,0,0,0
2025-03-16,cash_out_investments_outflow,0.0,5514,0,87289,0,0,0
2025-03-16,cash_out_foreign_exchange_expenses,-309.81,-16530,0,0,0,-14780,0
2025-03-16,cash_out_tax_payments,-603.44,0,0,0,0,0,0
2025-03-16,cash_out_insurance_costs,-110.44,-80,-79,-14122,0,-67,0
2025-03-16,cash_out_resort_maintenance_expenses,0.0,0,-6104,-6782,0,-10872,0
2025-03-16,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-16,cash_out_payroll,-3395.21,38770,0,0,0,0,-692582
2025-03-16,cash_in_investments_income,0.0,0,80437,0,0,0,0
2025-03-17,cash_in_resort_revenue,1248.69,151147,120933,0,0,0,0
2025-03-17,cash_out_investments_outflow,0.0,-1522,-1643,-235903,0,-30940,-3750
2025-03-17,cash_out_foreign_exchange_expenses,-376.04,-16030,0,0,0,-14210,0
2025-03-17,cash_out_tax_payments,0.0,0,0,0,0,-137932,0
2025-03-17,cash_out_insurance_costs,0.0,-12864,-673,-9582,0,-13084,0
2025-03-17,cash_out_resort_maintenance_expenses,-44.38,0,-11026,-7800,0,-4542,0
2025-03-17,cash_in_tax_income,579.03,0,0,0,0,0,0
2025-03-17,cash_out_payroll,0.0,-173689,-206276,0,0,0,0
2025-03-17,cash_in_investments_income,0.0,13007,0,0,0,33177,0
2025-03-18,cash_in_resort_revenue,0.0,182011,173545,0,0,0,0
2025-03-18,cash_out_investments_outflow,-72.06,-1408,-1380,-45882,0,-1661,0
2025-03-18,cash_out_foreign_exchange_expenses,0.0,-8740,0,0,0,-43445,0
2025-03-18,cash_out_tax_payments,-1657.9,0,0,0,0,-279726,0
2025-03-18,cash_out_insurance_costs,-291.22,-530,-5402,-16409,0,-32665,0
2025-03-18,cash_out_resort_maintenance_expenses,0.0,0,-2311,-3640,0,-9273,0
2025-03-18,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-18,cash_out_payroll,-4849.72,-168420,-316908,0,0,0,0
2025-03-18,cash_in_investments_income,0.0,82048,0,0,0,0,0
2025-03-19,cash_in_resort_revenue,0.0,215127,131748,0,0,0,0
2025-03-19,cash_out_investments_outflow,0.0,-9134,-1277,-1541,0,-82870,0
2025-03-19,cash_out_foreign_exchange_expenses,-167.71,-15214,0,0,0,-13747,0
2025-03-19,cash_out_tax_payments,0.0,0,0,0,0,-39899,0
2025-03-19,cash_out_insurance_costs,-75.83,-19250,-20906,-610,0,-9056,0
2025-03-19,cash_out_resort_maintenance_expenses,0.0,0,-673,-627,0,-4391,0
2025-03-19,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-03-19,cash_out_payroll,-676.31,-178727,-201130,0,0,0,0
2025-03-19,cash_in_investments_income,0.0,141244,149087,0,0,176369,0
2025-03-20,cash_in_resort_revenue,0.0,175158,158292,0,0,0,0
2025-03-20,cash_out_investments_outflow,-422.15999999999997,-33490,-44080,-52921,0,-78183,0
2025-03-20,cash_out_foreign_exchange_expenses,-134.15,-20531,0,0,0,-15695,0
2025-03-20,cash_out_tax_payments,-302.27,0,0,0,0,-5194,0
2025-03-20,cash_out_insurance_costs,0.0,-13003,-12625,-492,0,-8390,0
2025-03-20,cash_out_resort_maintenance_expenses,-119.32,0,-855,-11028,0,-15275,0
2025-03-20,cash_in_tax_income,1930.27,0,0,0,0,87718,0
2025-03-20,cash_out_payroll,0.0,-251211,-247786,0,0,0,0
2025-03-20,cash_in_investments_income,0.0,59449,190873,0,0,176343,0
2025-03-21,cash_in_resort_revenue,0.0,106177,162593,0,0,0,607515
2025-03-21,cash_out_investments_outflow,-154.38,-10582,-1533,-42874,0,-107965,0
2025-03-21,cash_out_foreign_exchange_expenses,0.0,-29772,0,0,0,-61470,0
2025-03-21,cash_out_tax_payments,0.0,0,0,0,0,-270852,0
2025-03-21,cash_out_insurance_costs,-24.98,-10854,-682,-475,0,-1362,0
2025-03-21,cash_out_resort_maintenance_expenses,-58.34,0,-624,-548,0,-3726,0
2025-03-21,cash_in_tax_income,391.3,0,0,0,0,60867,0
2025-03-21,cash_out_payroll,-2374.95,-149312,-218997,0,0,0,0
2025-03-21,cash_in_investments_income,0.0,0,15619,0,0,117023,0
2025-03-22,cash_in_resort_revenue,0.0,289756,349021,0,0,0,0
2025-03-22,cash_out_investments_outflow,-256.01,29613,0,0,0,159875,123662
