date,category,actual,unified_forecast,unified_forecast_with_user
2025-02-16,cash_out_insurance_costs,-23.73,-8.13,-8.13
2025-02-16,cash_out_resort_maintenance_expenses,-82.72,-1.25,-1.25
2025-02-16,cash_in_tax_income,256.2,0.0,0.0
2025-02-16,cash_out_payroll,-2741.18,0.0,0.0
2025-02-16,cash_in_investments_income,0.0,1353.03,2438.52
2025-02-17,cash_in_resort_revenue,2657.08,1306.05,1306.05
2025-02-17,cash_out_investments_outflow,-90.88,-14.69,-14.69
2025-02-17,cash_out_foreign_exchange_expenses,0.0,-529.37,-529.37
2025-02-17,cash_out_tax_payments,0.0,-55.26,-55.26
2025-02-17,cash_out_insurance_costs,-71.72,-200.76,-200.76
2025-02-17,cash_out_resort_maintenance_expenses,-19.29,-120.19,-120.19
2025-02-17,cash_in_tax_income,355.76,831.45,831.45
2025-02-17,cash_out_payroll,-1841.05,-2390.41,-2390.41
2025-02-17,cash_in_investments_income,0.0,312.29,312.29
2025-02-18,cash_in_resort_revenue,0.0,1411.3,1411.3
2025-02-18,cash_out_investments_outflow,-87.55,-15.29,-15.29
2025-02-18,cash_out_foreign_exchange_expenses,-226.96,-234.23,-234.23
2025-02-18,cash_out_tax_payments,-733.24,-50.02,-50.02
2025-02-18,cash_out_insurance_costs,0.0,-98.29,-98.29
2025-02-18,cash_out_resort_maintenance_expenses,-59.56,-184.47,-184.47
2025-02-18,cash_in_tax_income,594.98,461.64,461.64
2025-02-18,cash_out_payroll,-2038.33,-2304.12,-2304.12
2025-02-18,cash_in_investments_income,0.0,719.24,719.24
2025-02-19,cash_in_resort_revenue,0.0,1841.5,1841.5
2025-02-19,cash_out_investments_outflow,-221.82,-299.45,-299.45
2025-02-19,cash_out_foreign_exchange_expenses,0.0,-273.36,-273.36
2025-02-19,cash_out_tax_payments,0.0,-2260.28,-2260.28
2025-02-19,cash_out_insurance_costs,0.0,-232.27,-232.27
2025-02-19,cash_out_resort_maintenance_expenses,0.0,-5.19,-5.19
2025-02-19,cash_in_tax_income,0.0,216.66,216.66
2025-02-19,cash_out_payroll,0.0,-1526.47,-1526.47
2025-02-19,cash_in_investments_income,0.0,0.0,0.0
2025-02-20,cash_in_resort_revenue,0.0,366.79,366.79
2025-02-20,cash_out_investments_outflow,0.0,-13.62,-13.62
2025-02-20,cash_out_foreign_exchange_expenses,0.0,-195.84,-195.84
2025-02-20,cash_out_tax_payments,0.0,-392.58,-392.58
2025-02-20,cash_out_insurance_costs,-61.48,-6.38,-6.38
2025-02-20,cash_out_resort_maintenance_expenses,0.0,-71.98,-71.98
2025-02-20,cash_in_tax_income,308.9,0.0,0.0
2025-02-20,cash_out_payroll,-948.21,-2802.54,-2802.54
2025-02-20,cash_in_investments_income,0.0,313.86,313.86
2025-02-21,cash_in_resort_revenue,1460.67,2536.05,2536.05
2025-02-21,cash_out_investments_outflow,0.0,-663.82,-663.82
2025-02-21,cash_out_foreign_exchange_expenses,-116.63,-283.78,-283.78
2025-02-21,cash_out_tax_payments,0.0,-49.37,-49.37
2025-02-21,cash_out_insurance_costs,0.0,-6.39,-6.39
2025-02-21,cash_out_resort_maintenance_expenses,-186.21,-91.21,-91.21
2025-02-21,cash_in_tax_income,0.0,431.09,431.09
2025-02-21,cash_out_payroll,0.0,-1739.4,-1739.4
2025-02-21,cash_in_investments_income,0.0,461.58,461.58
2025-02-22,cash_in_resort_revenue,0.0,1628.47,1628.47
2025-02-22,cash_out_investments_outflow,-182.1,1284.0,1284.0
2025-02-22,cash_out_foreign_exchange_expenses,0.0,-3.49,-3.49
2025-02-22,cash_out_tax_payments,-654.62,0.0,0.0
2025-02-22,cash_out_insurance_costs,0.0,-181.58,-181.58
2025-02-22,cash_out_resort_maintenance_expenses,-71.57,-1.24,-1.24
2025-02-22,cash_in_tax_income,0.0,0.0,0.0
2025-02-22,cash_out_payroll,0.0,0.0,0.0
2025-02-22,cash_in_investments_income,447.66,428.65,428.65
2025-02-23,cash_in_resort_revenue,5508.780000000001,2150.77,2150.77
2025-02-23,cash_out_investments_outflow,-198.25,32.67,32.67
2025-02-23,cash_out_foreign_exchange_expenses,-578.1,-4.03,-4.03
2025-02-23,cash_out_tax_payments,-1547.41,2117.89,2117.89
2025-02-23,cash_out_insurance_costs,-32.51,-0.65,-0.65
2025-02-23,cash_out_resort_maintenance_expenses,0.0,-59.31,-59.31
2025-02-23,cash_in_tax_income,0.0,0.0,0.0
2025-02-23,cash_out_payroll,-2040.15,108.95,-7746.47
2025-02-23,cash_in_investments_income,0.0,630.66,630.66
2025-02-24,cash_in_resort_revenue,1652.99,1673.6,1673.6
2025-02-24,cash_out_investments_outflow,0.0,-99.12,-99.12
2025-02-24,cash_out_foreign_exchange_expenses,-464.49,-21.72,-21.72
2025-02-24,cash_out_tax_payments,0.0,-44.27,-44.27
2025-02-24,cash_out_insurance_costs,0.0,-104.73,-104.73
2025-02-24,cash_out_resort_maintenance_expenses,-47.13,-6.12,-6.12
2025-02-24,cash_in_tax_income,0.0,0.0,0.0
2025-02-24,cash_out_payroll,-2272.89,-2799.28,-2799.28
2025-02-24,cash_in_investments_income,0.0,1318.53,1318.53
2025-02-25,cash_in_resort_revenue,4109.26,979.14,979.14
2025-02-25,cash_out_investments_outflow,0.0,-303.86,-1704.12
2025-02-25,cash_out_foreign_exchange_expenses,0.0,-244.13,-244.13
2025-02-25,cash_out_tax_payments,0.0,-46.19,-46.19
2025-02-25,cash_out_insurance_costs,0.0,-205.24,-205.24
2025-02-25,cash_out_resort_maintenance_expenses,-166.29,-11.37,-11.37
2025-02-25,cash_in_tax_income,0.0,110.38,110.38
2025-02-25,cash_out_payroll,0.0,-732.4,-732.4
2025-02-25,cash_in_investments_income,0.0,28.51,505.0
2025-02-26,cash_in_resort_revenue,998.3,1100.72,1100.72
2025-02-26,cash_out_investments_outflow,-224.63,-907.06,-907.06
2025-02-26,cash_out_foreign_exchange_expenses,-390.29,-380.82,-380.82
2025-02-26,cash_out_tax_payments,-176.41,-4080.71,-4080.71
2025-02-26,cash_out_insurance_costs,0.0,-66.48,-66.48
2025-02-26,cash_out_resort_maintenance_expenses,-86.02,-102.64,-102.64
2025-02-26,cash_in_tax_income,320.47,0.0,0.0
2025-02-26,cash_out_payroll,-1066.6,-1109.06,-8836.52
2025-02-26,cash_in_investments_income,0.0,1264.76,1263.0
2025-02-27,cash_in_resort_revenue,0.0,853.87,853.87
2025-02-27,cash_out_investments_outflow,0.0,-1805.87,-1805.87
2025-02-27,cash_out_foreign_exchange_expenses,0.0,-246.86,-246.86
2025-02-27,cash_out_tax_payments,-1006.51,-3547.88,-3547.88
2025-02-27,cash_out_insurance_costs,0.0,-64.06,-64.06
2025-02-27,cash_out_resort_maintenance_expenses,-25.86,-5.85,-5.85
2025-02-27,cash_in_tax_income,816.95,295.83,295.83
2025-02-27,cash_out_payroll,0.0,-2086.2,-2086.2
2025-02-27,cash_in_investments_income,249.02,10.56,10.56
2025-02-28,cash_in_resort_revenue,0.0,1233.08,1233.08
2025-02-28,cash_out_investments_outflow,0.0,-626.17,-626.17
2025-02-28,cash_out_foreign_exchange_expenses,0.0,-380.87,-380.87
2025-02-28,cash_out_tax_payments,0.0,-57.46,-57.46
2025-02-28,cash_out_insurance_costs,0.0,-35.2,-35.2
2025-02-28,cash_out_resort_maintenance_expenses,-107.88,-77.5,-77.5
2025-02-28,cash_in_tax_income,0.0,0.0,0.0
2025-02-28,cash_out_payroll,0.0,-2047.49,-2047.49
2025-02-28,cash_in_investments_income,0.0,1150.51,1150.51
2025-03-01,cash_in_resort_revenue,0.0,2884.5,2884.5
2025-03-01,cash_out_investments_outflow,-259.16,776.87,776.87
2025-03-01,cash_out_foreign_exchange_expenses,0.0,-3.83,-3.83
2025-03-01,cash_out_tax_payments,-692.46,879.59,879.59
2025-03-01,cash_out_insurance_costs,-17.56,-0.88,-0.88
2025-03-01,cash_out_resort_maintenance_expenses,-40.16,-1.04,-1.04
2025-03-01,cash_in_tax_income,0.0,0.0,0.0
2025-03-01,cash_out_payroll,0.0,1263.87,1263.87
2025-03-01,cash_in_investments_income,188.11,0.0,0.0
2025-03-02,cash_in_resort_revenue,0.0,3701.95,3701.95
2025-03-02,cash_out_investments_outflow,-112.64,1014.43,1014.43
2025-03-02,cash_out_foreign_exchange_expenses,0.0,-60.69,-60.69
2025-03-02,cash_out_tax_payments,0.0,0.0,0.0
2025-03-02,cash_out_insurance_costs,-106.9,-29.94,-29.94
2025-03-02,cash_out_resort_maintenance_expenses,0.0,-1.17,-1.17
2025-03-02,cash_in_tax_income,138.91,207.05,207.05
2025-03-02,cash_out_payroll,0.0,237.3,237.3
2025-03-02,cash_in_investments_income,0.0,2158.01,2158.01
2025-03-03,cash_in_resort_revenue,0.0,1896.38,1896.38
2025-03-03,cash_out_investments_outflow,0.0,-29.64,-29.64
2025-03-03,cash_out_foreign_exchange_expenses,0.0,-331.67,-331.67
2025-03-03,cash_out_tax_payments,0.0,-119.28,-119.28
2025-03-03,cash_out_insurance_costs,0.0,-62.48,-62.48
2025-03-03,cash_out_resort_maintenance_expenses,-111.35,-5.19,-5.19
2025-03-03,cash_in_tax_income,0.0,601.06,601.06
2025-03-03,cash_out_payroll,0.0,-2814.23,-2814.23
2025-03-03,cash_in_investments_income,0.0,1612.13,1612.13
2025-03-04,cash_in_resort_revenue,2970.49,2262.51,2262.51
2025-03-04,cash_out_investments_outflow,0.0,-846.76,-846.76
2025-03-04,cash_out_foreign_exchange_expenses,-497.41,-372.63,-372.63
2025-03-04,cash_out_tax_payments,-875.74,-5995.24,-5995.24
2025-03-04,cash_out_insurance_costs,0.0,-160.39,-160.39
2025-03-04,cash_out_resort_maintenance_expenses,0.0,-5.53,-5.53
2025-03-04,cash_in_tax_income,598.6,1176.28,1176.28
2025-03-04,cash_out_payroll,-866.45,-3457.19,-3457.19
2025-03-04,cash_in_investments_income,0.0,136.87,136.87
2025-03-05,cash_in_resort_revenue,0.0,1763.44,1763.44
2025-03-05,cash_out_investments_outflow,0.0,-1294.56,2275.07
2025-03-05,cash_out_foreign_exchange_expenses,-440.62,-173.44,-173.44
2025-03-05,cash_out_tax_payments,0.0,-935.5,-935.5
2025-03-05,cash_out_insurance_costs,-50.72,-5.65,-5.65
2025-03-05,cash_out_resort_maintenance_expenses,-44.73,-48.99,-48.99
2025-03-05,cash_in_tax_income,0.0,0.0,0.0
2025-03-05,cash_out_payroll,0.0,-2739.88,-2739.88
2025-03-05,cash_in_investments_income,0.0,0.0,0.0
2025-03-06,cash_in_resort_revenue,0.0,2475.82,2475.82
2025-03-06,cash_out_investments_outflow,0.0,-15.64,-15.64
2025-03-06,cash_out_foreign_exchange_expenses,-730.0699999999999,-293.45,-293.45
2025-03-06,cash_out_tax_payments,0.0,-55.0,-55.0
2025-03-06,cash_out_insurance_costs,0.0,-30.71,-30.71
2025-03-06,cash_out_resort_maintenance_expenses,-38.64,-111.03,-111.03
2025-03-06,cash_in_tax_income,420.16,664.21,664.21
2025-03-06,cash_out_payroll,0.0,-1754.44,-1754.44
2025-03-06,cash_in_investments_income,0.0,443.16,443.16
2025-03-07,cash_in_resort_revenue,0.0,1268.19,6055.89
2025-03-07,cash_out_investments_outflow,0.0,-16.71,-16.71
2025-03-07,cash_out_foreign_exchange_expenses,-495.35,-396.52,-396.52
2025-03-07,cash_out_tax_payments,-954.88,-55.15,-55.15
2025-03-07,cash_out_insurance_costs,-113.46,-111.16,-111.16
2025-03-07,cash_out_resort_maintenance_expenses,0.0,-27.84,-27.84
2025-03-07,cash_in_tax_income,0.0,945.81,945.81
2025-03-07,cash_out_payroll,0.0,-2234.53,-2234.53
2025-03-07,cash_in_investments_income,0.0,1118.64,401.87
2025-03-08,cash_in_resort_revenue,0.0,3939.91,3939.91
2025-03-08,cash_out_investments_outflow,0.0,315.71,315.71
2025-03-08,cash_out_foreign_exchange_expenses,-389.76,-3.68,-3.68
2025-03-08,cash_out_tax_payments,0.0,0.0,0.0
2025-03-08,cash_out_insurance_costs,-114.22,-230.7,-230.7
2025-03-08,cash_out_resort_maintenance_expenses,-44.5,-50.2,-50.2
2025-03-08,cash_in_tax_income,379.48,459.61,459.61
2025-03-08,cash_out_payroll,-3424.21,0.0,0.0
2025-03-08,cash_in_investments_income,0.0,459.04,459.04
2025-03-09,cash_in_resort_revenue,3427.66,4520.69,4520.69
2025-03-09,cash_out_investments_outflow,-131.14,627.58,1792.42
2025-03-09,cash_out_foreign_exchange_expenses,-729.39,-144.54,-144.54
2025-03-09,cash_out_tax_payments,-237.3,139.99,139.99
2025-03-09,cash_out_insurance_costs,0.0,-0.74,-0.74
2025-03-09,cash_out_resort_maintenance_expenses,0.0,-1.14,-1.14
2025-03-09,cash_in_tax_income,400.59,0.0,0.0
2025-03-09,cash_out_payroll,0.0,105.63,105.63
2025-03-09,cash_in_investments_income,0.0,402.39,402.39
2025-03-10,cash_in_resort_revenue,479.69,2513.04,2513.04
2025-03-10,cash_out_investments_outflow,0.0,-860.35,2704.97
2025-03-10,cash_out_foreign_exchange_expenses,0.0,-270.34,-270.34
2025-03-10,cash_out_tax_payments,-429.36,-57.83,-57.83
2025-03-10,cash_out_insurance_costs,-35.0,-188.19,-188.19
2025-03-10,cash_out_resort_maintenance_expenses,0.0,-54.67,-54.67
2025-03-10,cash_in_tax_income,0.0,0.0,0.0
2025-03-10,cash_out_payroll,0.0,-1460.66,-1460.66
2025-03-10,cash_in_investments_income,502.0499999999999,417.94,417.94
2025-03-11,cash_in_resort_revenue,0.0,1059.78,1059.78
2025-03-11,cash_out_investments_outflow,0.0,-196.6,-196.6
2025-03-11,cash_out_foreign_exchange_expenses,0.0,-175.46,-175.46
2025-03-11,cash_out_tax_payments,-246.09,-40.21,-40.21
2025-03-11,cash_out_insurance_costs,-86.92,-143.06,-143.06
2025-03-11,cash_out_resort_maintenance_expenses,-21.53,-69.51,-69.51
2025-03-11,cash_in_tax_income,0.0,0.0,0.0
2025-03-11,cash_out_payroll,0.0,-1216.93,-1216.93
2025-03-11,cash_in_investments_income,500.97,1372.97,1372.97
2025-03-12,cash_in_resort_revenue,2532.3,1180.99,1180.99
2025-03-12,cash_out_investments_outflow,0.0,-17.84,-17.84
2025-03-12,cash_out_foreign_exchange_expenses,-313.03,-430.91,-430.91
2025-03-12,cash_out_tax_payments,-1634.09,-818.07,-818.07
2025-03-12,cash_out_insurance_costs,-81.84,-14.56,-14.56
2025-03-12,cash_out_resort_maintenance_expenses,0.0,-45.95,-45.95
2025-03-12,cash_in_tax_income,91.12,427.01,427.01
2025-03-12,cash_out_payroll,0.0,-1424.64,-5327.87
2025-03-12,cash_in_investments_income,1091.03,930.37,930.37
2025-03-13,cash_in_resort_revenue,0.0,1173.36,1173.36
2025-03-13,cash_out_investments_outflow,-510.44,-12.53,-12.53
2025-03-13,cash_out_foreign_exchange_expenses,-139.58,-197.61,-197.61
2025-03-13,cash_out_tax_payments,0.0,-2476.55,-2476.55
2025-03-13,cash_out_insurance_costs,0.0,-214.92,-214.92
2025-03-13,cash_out_resort_maintenance_expenses,0.0,-134.04,-134.04
2025-03-13,cash_in_tax_income,455.68,1208.36,1208.36
2025-03-13,cash_out_payroll,0.0,-2152.77,-2152.77
2025-03-13,cash_in_investments_income,0.0,1351.98,1351.98
2025-03-14,cash_in_resort_revenue,0.0,418.5,418.5
2025-03-14,cash_out_investments_outflow,-121.22,-45.06,-1249.32
2025-03-14,cash_out_foreign_exchange_expenses,0.0,-450.6,-450.6
2025-03-14,cash_out_tax_payments,-774.81,-2163.02,-2163.02
2025-03-14,cash_out_insurance_costs,-86.53,-189.01,-189.01
2025-03-14,cash_out_resort_maintenance_expenses,0.0,-106.74,-106.74
2025-03-14,cash_in_tax_income,0.0,148.75,148.75
2025-03-14,cash_out_payroll,-2835.57,-1732.87,-7913.32
2025-03-14,cash_in_investments_income,0.0,217.29,217.29
2025-03-15,cash_in_resort_revenue,0.0,3296.8,3296.8
2025-03-15,cash_out_investments_outflow,0.0,293.82,293.82
2025-03-15,cash_out_foreign_exchange_expenses,0.0,-3.61,-3.61
2025-03-15,cash_out_tax_payments,-286.78,0.0,0.0
2025-03-15,cash_out_insurance_costs,0.0,-237.89,-237.89
2025-03-15,cash_out_resort_maintenance_expenses,0.0,-1.25,-1.25
2025-03-15,cash_in_tax_income,0.0,0.0,0.0
2025-03-15,cash_out_payroll,-3714.17,374.29,374.29
2025-03-15,cash_in_investments_income,0.0,67.03,67.03
2025-03-16,cash_in_resort_revenue,3779.93,3135.86,3135.86
2025-03-16,cash_out_investments_outflow,0.0,55.14,55.14
2025-03-16,cash_out_foreign_exchange_expenses,-309.81,-165.3,-165.3
2025-03-16,cash_out_tax_payments,-603.44,0.0,0.0
2025-03-16,cash_out_insurance_costs,-110.44,-0.8,-0.8
2025-03-16,cash_out_resort_maintenance_expenses,0.0,-61.04,-61.04
2025-03-16,cash_in_tax_income,0.0,0.0,0.0
2025-03-16,cash_out_payroll,-3395.21,387.7,-6925.82
2025-03-16,cash_in_investments_income,0.0,804.37,804.37
2025-03-17,cash_in_resort_revenue,1248.69,1511.47,1511.47
2025-03-17,cash_out_investments_outflow,0.0,-15.22,-37.5
2025-03-17,cash_out_foreign_exchange_expenses,-376.04,-160.3,-160.3
2025-03-17,cash_out_tax_payments,0.0,-1379.32,-1379.32
2025-03-17,cash_out_insurance_costs,0.0,-128.64,-128.64
2025-03-17,cash_out_resort_maintenance_expenses,-44.38,-110.26,-110.26
2025-03-17,cash_in_tax_income,579.03,0.0,0.0
2025-03-17,cash_out_payroll,0.0,-1736.89,-1736.89
2025-03-17,cash_in_investments_income,0.0,130.07,130.07
2025-03-18,cash_in_resort_revenue,0.0,1820.11,1820.11
2025-03-18,cash_out_investments_outflow,-72.06,-14.08,-14.08
2025-03-18,cash_out_foreign_exchange_expenses,0.0,-87.4,-87.4
2025-03-18,cash_out_tax_payments,-1657.9,-2797.26,-2797.26
2025-03-18,cash_out_insurance_costs,-291.22,-5.3,-5.3
2025-03-18,cash_out_resort_maintenance_expenses,0.0,-23.11,-23.11
2025-03-18,cash_in_tax_income,0.0,0.0,0.0
2025-03-18,cash_out_payroll,-4849.72,-1684.2,-1684.2
2025-03-18,cash_in_investments_income,0.0,820.48,820.48
2025-03-19,cash_in_resort_revenue,0.0,2151.27,2151.27
2025-03-19,cash_out_investments_outflow,0.0,-91.34,-91.34
2025-03-19,cash_out_foreign_exchange_expenses,-167.71,-152.14,-152.14
2025-03-19,cash_out_tax_payments,0.0,-398.99,-398.99
2025-03-19,cash_out_insurance_costs,-75.83,-192.5,-192.5
2025-03-19,cash_out_resort_maintenance_expenses,0.0,-6.73,-6.73
2025-03-19,cash_in_tax_income,0.0,0.0,0.0
2025-03-19,cash_out_payroll,-676.31,-1787.27,-1787.27
2025-03-19,cash_in_investments_income,0.0,1412.44,1412.44
2025-03-20,cash_in_resort_revenue,0.0,1751.58,1751.58
2025-03-20,cash_out_investments_outflow,-422.16,-334.9,-334.9
2025-03-20,cash_out_foreign_exchange_expenses,-134.15,-205.31,-205.31
2025-03-20,cash_out_tax_payments,-302.27,-51.94,-51.94
2025-03-20,cash_out_insurance_costs,0.0,-130.03,-130.03
2025-03-20,cash_out_resort_maintenance_expenses,-119.32,-8.55,-8.55
2025-03-20,cash_in_tax_income,1930.27,877.18,877.18
2025-03-20,cash_out_payroll,0.0,-2512.11,-2512.11
2025-03-20,cash_in_investments_income,0.0,594.49,594.49
2025-03-21,cash_in_resort_revenue,0.0,1061.77,6075.15
2025-03-21,cash_out_investments_outflow,-154.38,-105.82,-105.82
2025-03-21,cash_out_foreign_exchange_expenses,0.0,-297.72,-297.72
2025-03-21,cash_out_tax_payments,0.0,-2708.52,-2708.52
2025-03-21,cash_out_insurance_costs,-24.98,-108.54,-108.54
2025-03-21,cash_out_resort_maintenance_expenses,-58.34,-6.24,-6.24
2025-03-21,cash_in_tax_income,391.3,608.67,608.67
2025-03-21,cash_out_payroll,-2374.95,-1493.12,-1493.12
2025-03-21,cash_in_investments_income,0.0,156.19,156.19
2025-03-22,cash_in_resort_revenue,0.0,2897.56,2897.56
2025-03-22,cash_out_investments_outflow,-256.01,296.13,1236.62
2025-03-22,cash_out_foreign_exchange_expenses,-174.1,-106.59,-106.59
2025-03-22,cash_out_tax_payments,0.0,2727.88,2727.88
2025-03-22,cash_out_insurance_costs,0.0,-0.73,-0.73
2025-03-22,cash_out_resort_maintenance_expenses,-160.9,-72.1,-72.1
2025-03-22,cash_in_tax_income,0.0,144.39,144.39
2025-03-22,cash_out_payroll,-2691.43,23.63,23.63
2025-03-22,cash_in_investments_income,0.0,2235.11,2235.11
2025-03-23,cash_in_resort_revenue,859.88,4593.11,4593.11
2025-03-23,cash_out_investments_outflow,-278.32,225.79,225.79
2025-03-23,cash_out_foreign_exchange_expenses,0.0,-3.54,-3.54
2025-03-23,cash_out_tax_payments,0.0,971.43,971.43
2025-03-23,cash_out_insurance_costs,-127.58,-48.62,-48.62
2025-03-23,cash_out_resort_maintenance_expenses,0.0,-94.22,-94.22
2025-03-23,cash_in_tax_income,734.42,0.0,0.0
2025-03-23,cash_out_payroll,-2554.68,1119.64,1119.64
2025-03-23,cash_in_investments_income,0.0,83.19,83.19
2025-03-24,cash_in_resort_revenue,0.0,893.4,893.4
2025-03-24,cash_out_investments_outflow,0.0,-15.35,-15.35
2025-03-24,cash_out_foreign_exchange_expenses,0.0,-298.43,-298.43
2025-03-24,cash_out_tax_payments,0.0,-47.11,-47.11
2025-03-24,cash_out_insurance_costs,0.0,-6.74,-6.74
2025-03-24,cash_out_resort_maintenance_expenses,-193.14,-5.66,-5.66
2025-03-24,cash_in_tax_income,354.04,236.39,236.39
2025-03-24,cash_out_payroll,-7383.379999999999,-3303.86,-3303.86
2025-03-24,cash_in_investments_income,0.0,949.1,949.1
2025-03-25,cash_in_resort_revenue,2398.82,2530.58,2530.58
2025-03-25,cash_out_investments_outflow,0.0,-14.12,-14.12
2025-03-25,cash_out_foreign_exchange_expenses,-276.75,-453.98,-453.98
2025-03-25,cash_out_tax_payments,0.0,-56.34,-56.34
2025-03-25,cash_out_insurance_costs,-52.83,-142.81,-142.81
2025-03-25,cash_out_resort_maintenance_expenses,-82.6,-65.38,-65.38
2025-03-25,cash_in_tax_income,303.73,419.21,419.21
2025-03-25,cash_out_payroll,-3486.26,-2488.37,-2488.37
2025-03-25,cash_in_investments_income,0.0,0.0,0.0
2025-03-26,cash_in_resort_revenue,0.0,2424.37,2424.37
2025-03-26,cash_out_investments_outflow,0.0,-12.0,-12.0
2025-03-26,cash_out_foreign_exchange_expenses,0.0,-134.2,-134.2
2025-03-26,cash_out_tax_payments,-1424.46,-50.18,-50.18
2025-03-26,cash_out_insurance_costs,0.0,-185.93,-185.93
2025-03-26,cash_out_resort_maintenance_expenses,0.0,-83.44,-83.44
2025-03-26,cash_in_tax_income,0.0,0.0,0.0
2025-03-26,cash_out_payroll,-1522.24,-2049.8,-2049.8
2025-03-26,cash_in_investments_income,362.47,46.98,46.98
2025-03-27,cash_in_resort_revenue,0.0,1289.8,1289.8
2025-03-27,cash_out_investments_outflow,0.0,-597.59,-597.59
2025-03-27,cash_out_foreign_exchange_expenses,-1107.33,-384.48,-384.48
2025-03-27,cash_out_tax_payments,-652.2,-1973.46,-1973.46
2025-03-27,cash_out_insurance_costs,-58.27,-262.23,-262.23
2025-03-27,cash_out_resort_maintenance_expenses,-58.02,-5.06,-5.06
2025-03-27,cash_in_tax_income,0.0,1535.78,1535.78
2025-03-27,cash_out_payroll,-3416.65,-1319.71,-1319.71
2025-03-27,cash_in_investments_income,0.0,282.03,282.03
2025-03-28,cash_in_resort_revenue,0.0,711.37,711.37
2025-03-28,cash_out_investments_outflow,-283.38,-16.45,-16.45
2025-03-28,cash_out_foreign_exchange_expenses,0.0,-422.19,-422.19
2025-03-28,cash_out_tax_payments,-974.11,-51.44,-51.44
2025-03-28,cash_out_insurance_costs,0.0,-332.83,-332.83
2025-03-28,cash_out_resort_maintenance_expenses,0.0,-20.48,-20.48
2025-03-28,cash_in_tax_income,0.0,0.0,0.0
2025-03-28,cash_out_payroll,-5795.81,-2033.06,-2033.06
2025-03-28,cash_in_investments_income,0.0,609.68,609.68
2025-03-29,cash_in_resort_revenue,0.0,4264.38,4264.38
2025-03-29,cash_out_investments_outflow,-246.82,305.47,305.47
2025-03-29,cash_out_foreign_exchange_expenses,-199.34,-279.59,-279.59
2025-03-29,cash_out_tax_payments,0.0,0.0,0.0
2025-03-29,cash_out_insurance_costs,0.0,-72.5,-72.5
2025-03-29,cash_out_resort_maintenance_expenses,0.0,-0.97,-0.97
2025-03-29,cash_in_tax_income,1006.3,505.04,505.04
2025-03-29,cash_out_payroll,-842.7,173.72,173.72
2025-03-29,cash_in_investments_income,0.0,1114.01,1114.01
2025-03-30,cash_in_resort_revenue,0.0,3905.43,3905.43
2025-03-30,cash_out_investments_outflow,0.0,16.33,16.33
2025-03-30,cash_out_foreign_exchange_expenses,0.0,-123.58,-123.58
2025-03-30,cash_out_tax_payments,0.0,0.0,0.0
2025-03-30,cash_out_insurance_costs,-188.43,-35.27,-35.27
2025-03-30,cash_out_resort_maintenance_expenses,0.0,-0.97,-0.97
2025-03-30,cash_in_tax_income,0.0,1251.18,1251.18
2025-03-30,cash_out_payroll,0.0,373.67,373.67
2025-03-30,cash_in_investments_income,0.0,10.88,10.88
2025-03-31,cash_in_resort_revenue,602.42,1876.08,1876.08
2025-03-31,cash_out_investments_outflow,-84.3,-14.56,-14.56
2025-03-31,cash_out_foreign_exchange_expenses,0.0,-234.23,-234.23
2025-03-31,cash_out_tax_payments,0.0,-48.48,-48.48
2025-03-31,cash_out_insurance_costs,0.0,-102.53,-102.53
2025-03-31,cash_out_resort_maintenance_expenses,0.0,-87.81,-87.81
2025-03-31,cash_in_tax_income,251.53,811.49,811.49
2025-03-31,cash_out_payroll,0.0,-2248.72,-2248.72
2025-03-31,cash_in_investments_income,0.0,1302.88,1302.88
2025-04-01,cash_in_resort_revenue,0.0,601.95,601.95
2025-04-01,cash_out_investments_outflow,0.0,-677.65,-677.65
2025-04-01,cash_out_foreign_exchange_expenses,-501.81,-203.42,-203.42
2025-04-01,cash_out_tax_payments,-900.49,-51.22,-51.22
2025-04-01,cash_out_insurance_costs,0.0,-5.2,-5.2
2025-04-01,cash_out_resort_maintenance_expenses,-80.9,-4.8,-4.8
2025-04-01,cash_in_tax_income,0.0,97.34,97.34
2025-04-01,cash_out_payroll,-1245.55,-6112.04,-6112.04
2025-04-01,cash_in_investments_income,0.0,2863.37,2863.37
2025-04-02,cash_in_resort_revenue,4071.99,1012.41,1012.41
2025-04-02,cash_out_investments_outflow,0.0,-15.72,-200.65
2025-04-02,cash_out_foreign_exchange_expenses,0.0,-122.31,-122.31
2025-04-02,cash_out_tax_payments,0.0,-58.04,-58.04
2025-04-02,cash_out_insurance_costs,0.0,-6.68,-6.68
2025-04-02,cash_out_resort_maintenance_expenses,-87.38,-47.73,-47.73
2025-04-02,cash_in_tax_income,188.49,0.0,0.0
2025-04-02,cash_out_payroll,0.0,-2369.04,-2369.04
2025-04-02,cash_in_investments_income,254.28,613.06,613.06
2025-04-03,cash_in_resort_revenue,0.0,1594.12,1594.12
2025-04-03,cash_out_investments_outflow,0.0,-1227.14,-1227.14
2025-04-03,cash_out_foreign_exchange_expenses,-473.59,-159.49,-159.49
2025-04-03,cash_out_tax_payments,0.0,-52.42,-52.42
2025-04-03,cash_out_insurance_costs,-104.07,-104.89,-104.89
2025-04-03,cash_out_resort_maintenance_expenses,-66.61,-36.5,-36.5
2025-04-03,cash_in_tax_income,0.0,1487.49,1487.49
2025-04-03,cash_out_payroll,-1103.24,-1978.27,-1978.27
